data_year,groupb_arrestee_id,weapon_code,weapon_id
2023,50419102,01,51
2023,50419098,01,51
2023,50419068,01,51
2023,50419116,01,51
2023,50792740,01,51
2023,52157778,01,51
2023,52157758,01,51
2023,50110943,01,51
2023,50110891,01,51
2023,50110951,01,51
2023,50110950,01,51
2023,50110941,01,51
2023,50110945,01,51
2023,50110884,01,51
2023,50110894,01,51
2023,50110923,01,51
2023,50110900,01,51
2023,50110906,01,51
2023,50419119,01,51
2023,50419082,01,51
2023,50419112,01,51
2023,50419058,01,51
2023,50419077,01,51
2023,50419108,01,51
2023,50419104,01,51
2023,50419120,01,51
2023,50419113,01,51
2023,50419109,01,51
2023,50419124,01,51
2023,50419089,01,51
2023,50419072,01,51
2023,50419097,01,51
2023,52157676,01,51
2023,52157731,01,51
2023,51164989,01,51
2023,51799092,01,51
2023,50419063,01,51
2023,50419053,01,51
2023,50419091,01,51
2023,50419055,01,51
2023,50419057,01,51
2023,50419078,01,51
2023,50419062,01,51
2023,50419069,01,51
2023,50419052,01,51
2023,50419096,01,51
2023,50419061,01,51
2023,50419070,01,51
2023,50419074,01,51
2023,50792865,01,51
2023,50792804,01,51
2023,52453060,01,51
2023,52453097,01,51
2023,52453088,01,51
2023,52157747,01,51
2023,52157691,01,51
2023,52157766,01,51
2023,51164971,01,51
2023,52157727,01,51
2023,50792760,01,51
2023,50792749,01,51
2023,50792800,01,51
2023,52453093,01,51
2023,52452996,01,51
2023,52453101,01,51
2023,52453104,01,51
2023,52453070,01,51
2023,52453105,01,51
2023,52453080,01,51
2023,52453113,01,51
2023,51394425,01,51
2023,51394372,01,51
2023,51394380,01,51
2023,51394423,16,52
2023,51394442,01,51
2023,51164987,01,51
2023,51164983,01,51
2023,51164986,01,51
2023,51164977,01,51
2023,51164966,01,51
2023,51164975,01,51
2023,51164963,01,51
2023,52453084,01,51
2023,51394353,01,51
2023,51394397,01,51
2023,51394379,01,51
2023,52453089,01,51
2023,52453091,01,51
2023,52453103,01,51
2023,52157658,01,51
2023,52157708,01,51
2023,52157687,01,51
2023,52157760,01,51
2023,52157777,01,51
2023,50110596,01,51
2023,51164950,01,51
2023,50110533,01,51
2023,52451692,01,51
2023,51164953,01,51
2023,51798997,01,51
2023,51798799,01,51
2023,48263291,01,51
2023,48263238,01,51
2023,48263240,01,51
2023,48263242,01,51
2023,48263243,01,51
2023,48263246,01,51
2023,48263247,01,51
2023,48263248,01,51
2023,48263249,01,51
2023,48263250,01,51
2023,48263251,01,51
2023,48263239,01,51
2023,48263241,01,51
2023,48263244,01,51
2023,48263245,01,51
2023,48590471,01,51
2023,48590472,01,51
2023,48590474,01,51
2023,48590475,01,51
2023,48590476,01,51
2023,48590478,01,51
2023,48967844,01,51
2023,48967864,01,51
2023,48967867,01,51
2023,48967873,01,51
2023,48967865,01,51
2023,48967870,01,51
2023,48967875,01,51
2023,48967872,01,51
2023,48967876,01,51
2023,48967857,01,51
2023,48967861,01,51
2023,48967856,01,51
2023,48967860,01,51
2023,48967862,01,51
2023,48967846,01,51
2023,48967849,01,51
2023,48967851,01,51
2023,48967848,01,51
2023,48967850,01,51
2023,48967852,01,51
2023,49206032,01,51
2023,50415661,01,51
2023,49206029,01,51
2023,49206026,01,51
2023,49206027,01,51
2023,49206028,01,51
2023,49206034,01,51
2023,49206019,01,51
2023,49206020,01,51
2023,49206021,01,51
2023,49206023,01,51
2023,49206025,01,51
2023,49206022,01,51
2023,49206024,01,51
2023,49206035,01,51
2023,49503802,01,51
2023,49503805,01,51
2023,49503806,01,51
2023,49503810,01,51
2023,49503807,01,51
2023,49503812,01,51
2023,49503808,01,51
2023,49503814,01,51
2023,49503818,01,51
2023,49503819,01,51
2023,49503816,01,51
2023,49503817,01,51
2023,49503820,01,51
2023,49719534,01,51
2023,49719536,01,51
2023,49719537,01,51
2023,49719528,01,51
2023,49719529,01,51
2023,49719530,01,51
2023,49719531,01,51
2023,49719532,01,51
2023,49719533,01,51
2023,50107251,01,51
2023,50107260,01,51
2023,50107262,01,51
2023,50107273,01,51
2023,50107292,01,51
2023,50107296,01,51
2023,50107277,01,51
2023,50107268,01,51
2023,50107284,01,51
2023,50107254,01,51
2023,50107267,01,51
2023,50107281,01,51
2023,50107269,01,51
2023,50107282,01,51
2023,50107295,01,51
2023,50107274,01,51
2023,50107287,01,51
2023,51162504,01,51
2023,50415621,01,51
2023,50415645,01,51
2023,50415670,01,51
2023,50415692,01,51
2023,50415674,01,51
2023,50415615,01,51
2023,50415632,01,51
2023,50415657,01,51
2023,50415682,01,51
2023,50415703,01,51
2023,50784981,01,51
2023,50784978,01,51
2023,50784979,01,51
2023,50784982,01,51
2023,50784984,01,51
2023,50784983,01,51
2023,51162517,01,51
2023,51162520,01,51
2023,51162500,01,51
2023,51162518,01,51
2023,51162506,01,51
2023,51162510,01,51
2023,51162513,01,51
2023,51162501,01,51
2023,51162503,01,51
2023,51162499,01,51
2023,51162515,01,51
2023,51162497,01,51
2023,51162498,01,51
2023,51162502,01,51
2023,51162505,01,51
2023,51162509,01,51
2023,51162508,01,51
2023,51162512,01,51
2023,51162507,01,51
2023,51162511,01,51
2023,51389600,01,51
2023,51389601,01,51
2023,51389603,01,51
2023,51389608,01,51
2023,51389602,01,51
2023,51389604,01,51
2023,51389611,01,51
2023,51389612,01,51
2023,51389613,01,51
2023,51389609,01,51
2023,51389610,01,51
2023,51389605,01,51
2023,51389614,01,51
2023,51389616,01,51
2023,51389615,01,51
2023,51389618,01,51
2023,51389619,01,51
2023,52153996,01,51
2023,52154002,01,51
2023,52153998,01,51
2023,52153999,01,51
2023,52154005,01,51
2023,52154008,01,51
2023,52154024,01,51
2023,52154031,01,51
2023,52154027,01,51
2023,52154034,01,51
2023,52155670,01,51
2023,51798429,01,51
2023,52155671,01,51
2023,48270934,01,51
2023,48270903,01,51
2023,48270889,01,51
2023,48270869,01,51
2023,48270819,01,51
2023,48270834,01,51
2023,48270845,01,51
2023,48270862,01,51
2023,48270937,01,51
2023,48270909,01,51
2023,48270913,01,51
2023,48270919,01,51
2023,48270816,01,51
2023,48270923,01,51
2023,48270954,01,51
2023,48270999,01,51
2023,48270946,01,51
2023,48270948,01,51
2023,48270950,01,51
2023,48270846,01,51
2023,48270941,01,51
2023,48270880,01,51
2023,48270892,01,51
2023,48270850,01,51
2023,48270863,01,51
2023,48270877,01,51
2023,48270822,01,51
2023,48270841,01,51
2023,48270853,01,51
2023,48270876,01,51
2023,48270933,01,51
2023,48270938,01,51
2023,48270920,01,51
2023,48270921,01,51
2023,48270925,01,51
2023,48270930,01,51
2023,48270932,01,51
2023,48270881,01,51
2023,48270894,01,51
2023,48270898,01,51
2023,48270902,01,51
2023,48270908,01,51
2023,48270945,01,51
2023,48270947,01,51
2023,48270949,01,51
2023,48270848,01,51
2023,48270840,01,51
2023,48270887,01,51
2023,48270896,01,51
2023,48270901,01,51
2023,48270905,01,51
2023,48270907,01,51
2023,48270911,01,51
2023,48270916,01,51
2023,48270852,01,51
2023,48270866,01,51
2023,48270878,01,51
2023,48270891,01,51
2023,48270857,01,51
2023,48270873,01,51
2023,48270886,01,51
2023,48270895,01,51
2023,48270899,01,51
2023,48270906,01,51
2023,48270918,01,51
2023,48270915,01,51
2023,48270926,01,51
2023,48270859,01,51
2023,48270872,01,51
2023,48270883,01,51
2023,48270893,01,51
2023,48270884,01,51
2023,48270897,01,51
2023,48270904,01,51
2023,48270912,01,51
2023,48270900,01,51
2023,48270917,01,51
2023,48270924,01,51
2023,48270929,01,51
2023,48270931,01,51
2023,48270936,01,51
2023,48270855,01,51
2023,48270867,01,51
2023,48270885,01,51
2023,48270940,01,51
2023,48270944,01,51
2023,48270874,01,51
2023,48270888,01,51
2023,48976548,01,51
2023,48976543,01,51
2023,48976545,01,51
2023,49213675,01,51
2023,49213669,01,51
2023,49213678,01,51
2023,48976502,01,51
2023,48976507,01,51
2023,48976513,01,51
2023,48976517,01,51
2023,48976441,01,51
2023,48976446,01,51
2023,48976452,01,51
2023,48976457,01,51
2023,48976466,01,51
2023,48976472,01,51
2023,48976519,01,51
2023,48976521,01,51
2023,48976525,01,51
2023,48976508,01,51
2023,48976536,01,51
2023,48976539,01,51
2023,48976505,01,51
2023,48976510,01,51
2023,48976538,01,51
2023,48976540,01,51
2023,48976542,01,51
2023,48976546,01,51
2023,48976530,01,51
2023,48976527,01,51
2023,48976532,01,51
2023,48976440,01,51
2023,48976445,01,51
2023,48976450,01,51
2023,48976485,01,51
2023,48976488,01,51
2023,48976493,01,51
2023,48976572,01,51
2023,48976469,01,51
2023,48976476,01,51
2023,48976482,01,51
2023,48976556,01,51
2023,48976561,01,51
2023,48976569,01,51
2023,48976439,01,51
2023,48976442,01,51
2023,48976448,01,51
2023,48976486,01,51
2023,48976489,01,51
2023,48976499,01,51
2023,48976558,01,51
2023,48976443,01,51
2023,48976449,01,51
2023,48976454,01,51
2023,48976459,01,51
2023,48976470,01,51
2023,48976520,01,51
2023,48976524,01,51
2023,48976528,01,51
2023,48976465,01,51
2023,48976473,01,51
2023,48976479,01,51
2023,48976492,01,51
2023,48976500,01,51
2023,48976506,01,51
2023,48976514,01,51
2023,48976518,01,51
2023,48976564,01,51
2023,48976566,01,51
2023,48976458,01,51
2023,48976495,01,51
2023,48976497,01,51
2023,48976504,01,51
2023,48976511,01,51
2023,48976516,01,51
2023,48976565,01,51
2023,48976567,01,51
2023,48976609,01,51
2023,48976611,01,51
2023,48976613,01,51
2023,48976581,01,51
2023,48976456,01,51
2023,48976460,01,51
2023,48976498,01,51
2023,48976608,01,51
2023,52157720,01,51
2023,52157725,01,51
2023,52157734,01,51
2023,52157736,01,51
2023,52157748,01,51
2023,51799120,01,51
2023,51799112,01,51
2023,52452891,01,51
2023,52452855,01,51
2023,52452974,01,51
2023,52453037,01,51
2023,52452745,01,51
2023,48268702,01,51
2023,48268704,01,51
2023,48973112,01,51
2023,49211229,01,51
2023,49211227,01,51
2023,49723881,01,51
2023,49723885,01,51
2023,49723879,01,51
2023,49723883,01,51
2023,50109917,01,51
2023,50109922,01,51
2023,50109927,01,51
2023,50109931,01,51
2023,50109919,01,51
2023,50109924,01,51
2023,50109929,01,51
2023,50109920,01,51
2023,50109940,01,51
2023,50109982,01,51
2023,50109935,01,51
2023,50418098,01,51
2023,50418090,01,51
2023,50418106,01,51
2023,50418168,01,51
2023,50791261,01,51
2023,50791264,01,51
2023,50791266,01,51
2023,50791281,01,51
2023,50791259,01,51
2023,50791260,01,51
2023,50791263,01,51
2023,50791265,01,51
2023,50791267,01,51
2023,51164285,01,51
2023,51164284,01,51
2023,51164286,01,51
2023,51393679,01,51
2023,52155672,01,51
2023,49209973,01,51
2023,49209975,01,51
2023,49507569,01,51
2023,48755399,01,51
2023,50102844,01,51
2023,48976610,01,51
2023,48976612,01,51
2023,48976571,01,51
2023,48976573,01,51
2023,48976559,01,51
2023,48976563,01,51
2023,48976503,01,51
2023,48976509,01,51
2023,48976515,01,51
2023,48976522,01,51
2023,48976526,01,51
2023,48976531,01,51
2023,48976534,01,51
2023,48976537,01,51
2023,48976547,01,51
2023,48976550,01,51
2023,48976554,01,51
2023,48976551,01,51
2023,48976555,01,51
2023,48976560,01,51
2023,48976523,01,51
2023,48976529,01,51
2023,48976533,01,51
2023,48976535,01,51
2023,48976552,01,51
2023,48976557,01,51
2023,48976541,01,51
2023,48976544,01,51
2023,48976549,01,51
2023,49726446,01,51
2023,49213711,01,51
2023,49213713,01,51
2023,52448226,01,51
2023,49511732,01,51
2023,49726469,01,51
2023,49213686,01,51
2023,49213692,01,51
2023,49213698,01,51
2023,49213607,01,51
2023,49213631,01,51
2023,49213642,01,51
2023,49213601,01,51
2023,49213605,01,51
2023,49213610,01,51
2023,49213617,01,51
2023,49213701,01,51
2023,49213703,01,51
2023,49213615,01,51
2023,49213623,01,51
2023,49213611,01,51
2023,49213620,01,51
2023,49213682,01,51
2023,49213689,01,51
2023,49213695,01,51
2023,49213700,01,51
2023,49213714,01,51
2023,49213667,01,51
2023,49213677,01,51
2023,49213693,01,51
2023,49213664,01,51
2023,49213672,01,51
2023,49213690,01,51
2023,49213696,01,51
2023,49213603,01,51
2023,49213609,01,51
2023,49213613,01,51
2023,49213625,01,51
2023,49213702,01,51
2023,49213704,01,51
2023,49213630,01,51
2023,49213639,01,51
2023,49213648,01,51
2023,49213627,01,51
2023,49213634,01,51
2023,49213644,01,51
2023,49213597,01,51
2023,49213598,01,51
2023,49213600,01,51
2023,49213705,01,51
2023,49213707,01,51
2023,49213709,01,51
2023,49213670,01,51
2023,49213674,01,51
2023,49213681,01,51
2023,49213679,01,51
2023,49213685,01,51
2023,49213596,01,51
2023,49213671,01,51
2023,49213676,01,51
2023,49213706,01,51
2023,49213708,01,51
2023,49213710,01,51
2023,49213712,01,51
2023,49213684,01,51
2023,49213691,01,51
2023,49213612,01,51
2023,49213621,01,51
2023,49213638,01,51
2023,49213652,01,51
2023,49213659,01,51
2023,49213614,01,51
2023,49213622,01,51
2023,49213604,01,51
2023,49213628,01,51
2023,49213637,01,51
2023,49213650,01,51
2023,49213680,01,51
2023,49213688,01,51
2023,49213632,01,51
2023,49213643,01,51
2023,49213626,01,51
2023,49213633,01,51
2023,49213645,01,51
2023,49213649,01,51
2023,49213656,01,51
2023,49213618,01,51
2023,49213624,01,51
2023,49213663,01,51
2023,49213616,01,51
2023,49213697,01,51
2023,49213595,01,51
2023,49213694,01,51
2023,49213699,01,51
2023,49213606,01,51
2023,49213599,01,51
2023,49213602,01,51
2023,49213636,01,51
2023,49213647,01,51
2023,49213654,01,51
2023,49213662,01,51
2023,49213641,01,51
2023,49213651,01,51
2023,49213658,01,51
2023,49213646,01,51
2023,49213655,01,51
2023,49213653,01,51
2023,49213660,01,51
2023,49213666,01,51
2023,49511570,01,51
2023,49511655,01,51
2023,49511669,01,51
2023,49511676,01,51
2023,49511592,01,51
2023,49511598,01,51
2023,49511602,01,51
2023,49511608,01,51
2023,49511611,01,51
2023,49511616,01,51
2023,49511619,01,51
2023,49511621,01,51
2023,49511563,01,51
2023,49511566,01,51
2023,49511568,01,51
2023,49511576,01,51
2023,49511583,01,51
2023,49511587,01,51
2023,49511629,01,51
2023,49511638,01,51
2023,49511647,01,51
2023,49511660,01,51
2023,49511591,01,51
2023,49511594,01,51
2023,49511601,01,51
2023,49511604,01,51
2023,49511612,01,51
2023,49511573,01,51
2023,49511579,01,51
2023,49511581,01,51
2023,49511585,01,51
2023,49511575,01,51
2023,49511584,01,51
2023,49511588,01,51
2023,49511590,01,51
2023,49511569,01,51
2023,49511574,01,51
2023,49511580,01,51
2023,49511593,01,51
2023,49511599,01,51
2023,49511733,01,51
2023,49511735,01,51
2023,49511737,01,51
2023,49511571,01,51
2023,49511578,01,51
2023,49511582,01,51
2023,49511586,01,51
2023,49511589,01,51
2023,49511652,01,51
2023,49511662,01,51
2023,49511687,01,51
2023,49511702,01,51
2023,49511623,01,51
2023,49511627,01,51
2023,49511633,01,51
2023,49511640,01,51
2023,49511648,01,51
2023,49511600,01,51
2023,49511605,01,51
2023,49511613,01,51
2023,49511617,01,51
2023,49511565,01,51
2023,49511625,01,51
2023,49511631,01,51
2023,49511636,01,51
2023,49511642,01,51
2023,49511607,01,51
2023,49511614,01,51
2023,49511618,01,51
2023,49511620,01,51
2023,49511622,01,51
2023,49511635,01,51
2023,49511643,01,51
2023,49511651,01,51
2023,49511666,01,51
2023,49511624,01,51
2023,49511641,01,51
2023,49511650,01,51
2023,49511567,01,51
2023,49511572,01,51
2023,49511577,01,51
2023,49511595,01,51
2023,49511597,01,51
2023,49511596,01,51
2023,49511603,01,51
2023,49511609,01,51
2023,49511615,01,51
2023,49511734,01,51
2023,49511736,01,51
2023,49511628,01,51
2023,49511695,01,51
2023,49726320,01,51
2023,49726328,01,51
2023,49726337,01,51
2023,49726367,01,51
2023,49726381,01,51
2023,49726392,01,51
2023,49726399,01,51
2023,49726315,01,51
2023,49726324,01,51
2023,49726356,01,51
2023,49726365,01,51
2023,49726377,01,51
2023,49726319,01,51
2023,49726350,01,51
2023,49726360,01,51
2023,49726370,01,51
2023,49726450,01,51
2023,49726476,01,51
2023,49726480,01,51
2023,49726429,01,51
2023,49726438,01,51
2023,49726448,01,51
2023,49726452,01,51
2023,49726329,01,51
2023,49726338,01,51
2023,49726310,01,51
2023,49726380,01,51
2023,49726393,01,51
2023,49726407,01,51
2023,49726349,01,51
2023,49726403,01,51
2023,49726415,01,51
2023,49726432,01,51
2023,49726299,01,51
2023,49726304,01,51
2023,49726309,01,51
2023,49726314,01,51
2023,49726321,01,51
2023,49726342,01,51
2023,49726302,01,51
2023,49726306,01,51
2023,49726311,01,51
2023,49726318,01,51
2023,49726433,01,51
2023,49726442,01,51
2023,49726455,01,51
2023,49726472,01,51
2023,49726478,01,51
2023,49726479,01,51
2023,49726481,01,51
2023,49726312,01,51
2023,49726322,01,51
2023,49726330,01,51
2023,49726339,01,51
2023,49726348,01,51
2023,49726307,01,51
2023,49726313,01,51
2023,49726372,01,51
2023,49726387,01,51
2023,49726402,01,51
2023,49726292,01,51
2023,49726297,01,51
2023,49726346,01,51
2023,49726359,01,51
2023,49726368,01,51
2023,49726383,01,51
2023,49726316,01,51
2023,49726325,01,51
2023,49726332,01,51
2023,49726363,01,51
2023,49726373,01,51
2023,49726386,01,51
2023,49726317,01,51
2023,49726326,01,51
2023,49726336,01,51
2023,49726343,01,51
2023,49726408,01,51
2023,49726323,01,51
2023,49726334,01,51
2023,49726291,01,51
2023,49726295,01,51
2023,49726300,01,51
2023,49726354,01,51
2023,49726361,01,51
2023,49726374,01,51
2023,49726327,01,51
2023,51795484,01,51
2023,51161517,01,51
2023,50106162,01,51
2023,50106171,01,51
2023,50106183,01,51
2023,50106205,01,51
2023,50106211,01,51
2023,50106081,01,51
2023,50106085,01,51
2023,50106263,01,51
2023,50106281,01,51
2023,50106089,01,51
2023,50106201,01,51
2023,50106223,01,51
2023,50106241,01,51
2023,50106158,01,51
2023,50106163,01,51
2023,50106172,01,51
2023,50106191,01,51
2023,50106220,01,51
2023,50106090,01,51
2023,50106102,01,51
2023,50106113,01,51
2023,50106128,01,51
2023,50106139,01,51
2023,50106129,01,51
2023,50106137,01,51
2023,50102854,01,51
2023,50788403,01,51
2023,50788421,01,51
2023,49504205,01,51
2023,49504255,01,51
2023,49504254,01,51
2023,49504209,01,51
2023,51390078,01,51
2023,50410261,01,51
2023,50410264,01,51
2023,51390079,01,51
2023,50410266,01,51
2023,50410267,01,51
2023,52148531,01,51
2023,51390075,01,51
2023,51390080,01,51
2023,51390064,01,51
2023,52443856,01,51
2023,52443864,01,51
2023,52148536,01,51
2023,52148541,01,51
2023,52148533,01,51
2023,52148530,01,51
2023,52148538,01,51
2023,52148548,01,51
2023,52443848,01,51
2023,52443825,01,51
2023,48265871,01,51
2023,52154961,01,51
2023,52155054,01,51
2023,51163442,01,51
2023,51163388,01,51
2023,51163482,01,51
2023,50417125,01,51
2023,52154994,01,51
2023,49721709,01,51
2023,51163455,01,51
2023,51163350,01,51
2023,51163394,01,51
2023,50417118,01,51
2023,52450238,01,51
2023,49505463,01,51
2023,52154927,01,51
2023,52154984,01,51
2023,51797426,01,51
2023,50417129,01,51
2023,50787600,01,51
2023,52450079,01,51
2023,52155039,01,51
2023,51163363,01,51
2023,50108519,01,51
2023,50108778,01,51
2023,50417220,01,51
2023,49505454,01,51
2023,49505460,01,51
2023,52155057,01,51
2023,52154990,01,51
2023,51163360,01,51
2023,50108547,01,51
2023,50417126,01,51
2023,52450206,01,51
2023,52154898,01,51
2023,52154955,01,51
2023,51163361,01,51
2023,50787591,01,51
2023,50787592,01,51
2023,52450064,01,51
2023,52450154,01,51
2023,52154893,01,51
2023,52154963,01,51
2023,51797455,01,51
2023,51797592,01,51
2023,50108526,01,51
2023,50108529,01,51
2023,52450118,01,51
2023,52450193,01,51
2023,52450209,01,51
2023,52155013,01,51
2023,52154983,01,51
2023,51797527,01,51
2023,52450177,01,51
2023,52154925,01,51
2023,52155064,01,51
2023,52154966,01,51
2023,51797528,01,51
2023,51797586,01,51
2023,52450211,01,51
2023,52450133,01,51
2023,52154913,01,51
2023,50106145,01,51
2023,50106199,01,51
2023,50106194,01,51
2023,50106213,01,51
2023,50106227,01,51
2023,50106244,01,51
2023,50106259,01,51
2023,50106118,01,51
2023,50106130,01,51
2023,50106143,01,51
2023,50106154,01,51
2023,50106099,01,51
2023,50106114,01,51
2023,50106087,01,51
2023,50106095,01,51
2023,50106108,01,51
2023,50106166,01,51
2023,50106176,01,51
2023,50106197,01,51
2023,50106109,01,51
2023,50106250,01,51
2023,50106127,01,51
2023,50106136,01,51
2023,50106150,01,51
2023,50106161,01,51
2023,50106169,01,51
2023,50106132,01,51
2023,50106144,01,51
2023,50106155,01,51
2023,50106164,01,51
2023,50106134,01,51
2023,50106103,01,51
2023,50106115,01,51
2023,50106122,01,51
2023,50106126,01,51
2023,50106086,01,51
2023,50106092,01,51
2023,50106195,01,51
2023,50106212,01,51
2023,50106228,01,51
2023,50106123,01,51
2023,50106135,01,51
2023,50106148,01,51
2023,50106192,01,51
2023,50106202,01,51
2023,50106229,01,51
2023,50106249,01,51
2023,50106093,01,51
2023,50106096,01,51
2023,50106168,01,51
2023,50106181,01,51
2023,50106203,01,51
2023,50106214,01,51
2023,50106125,01,51
2023,50106140,01,51
2023,50106156,01,51
2023,50106165,01,51
2023,50106178,01,51
2023,50106189,01,51
2023,50106258,01,51
2023,50106133,01,51
2023,50106142,01,51
2023,50106151,01,51
2023,50106187,01,51
2023,50106106,01,51
2023,50106119,01,51
2023,50106083,01,51
2023,50106112,01,51
2023,50106120,01,51
2023,50106131,01,51
2023,50106146,01,51
2023,50106159,01,51
2023,50106170,01,51
2023,50106184,01,51
2023,50106267,01,51
2023,50106275,01,51
2023,50414737,01,51
2023,50414706,01,51
2023,51161520,01,51
2023,50414689,01,51
2023,50414705,01,51
2023,50414657,01,51
2023,50414680,01,51
2023,50414695,01,51
2023,50414710,01,51
2023,50414718,01,51
2023,50414729,01,51
2023,50414725,01,51
2023,50414731,01,51
2023,50414651,01,51
2023,50414663,01,51
2023,50414672,01,51
2023,50414720,01,51
2023,50414727,01,51
2023,50414690,01,51
2023,50414707,01,51
2023,50414673,01,51
2023,50414688,01,51
2023,50414708,01,51
2023,50414721,01,51
2023,50414728,01,51
2023,50414700,01,51
2023,50414677,01,51
2023,50414696,01,51
2023,50414641,01,51
2023,50414644,01,51
2023,50414682,01,51
2023,50414702,01,51
2023,50414717,01,51
2023,50414724,01,51
2023,50414686,01,51
2023,50414701,01,51
2023,50414715,01,51
2023,50414671,01,51
2023,50414685,01,51
2023,50414665,01,51
2023,50414681,01,51
2023,50414691,01,51
2023,50414648,01,51
2023,50414664,01,51
2023,50414675,01,51
2023,50414684,01,51
2023,50414697,01,51
2023,50414639,01,51
2023,50414736,01,51
2023,50414742,01,51
2023,50414739,01,51
2023,50414744,01,51
2023,50414662,01,51
2023,50414716,01,51
2023,50414723,01,51
2023,50414698,01,51
2023,50414658,01,51
2023,50414666,01,51
2023,50414679,01,51
2023,50414703,01,51
2023,50414653,01,51
2023,50414669,01,51
2023,50414692,01,51
2023,50414704,01,51
2023,50414709,01,51
2023,50414719,01,51
2023,50414711,01,51
2023,50414722,11,1
2023,50793210,01,51
2023,51161336,01,51
2023,51161420,01,51
2023,51795215,01,51
2023,50793223,01,51
2023,50793165,01,51
2023,50793175,01,51
2023,50793155,01,51
2023,50793157,01,51
2023,50793159,01,51
2023,50793173,01,51
2023,50793162,01,51
2023,50793166,01,51
2023,50793160,01,51
2023,50793167,01,51
2023,50793163,11,1
2023,50793170,01,51
2023,50793161,01,51
2023,50793169,01,51
2023,50793174,01,51
2023,50793156,01,51
2023,50793158,01,51
2023,50793164,11,1
2023,50793171,01,51
2023,50793152,01,51
2023,50793154,01,51
2023,50793183,01,51
2023,50793189,01,51
2023,50793151,01,51
2023,50793153,01,51
2023,50793184,01,51
2023,51161312,01,51
2023,51161322,01,51
2023,51161348,01,51
2023,51161433,01,51
2023,51795255,01,51
2023,51161402,01,51
2023,51161430,01,51
2023,51161315,01,51
2023,51161328,01,51
2023,51161340,01,51
2023,51161367,01,51
2023,51161417,01,51
2023,51161442,01,51
2023,51161444,01,51
2023,51161449,16,52
2023,51161458,01,51
2023,51795272,01,51
2023,51795245,01,51
2023,51795353,16,52
2023,51795342,01,51
2023,51795383,01,51
2023,51795186,01,51
2023,51795218,01,51
2023,51795161,01,51
2023,51795197,01,51
2023,51795169,01,51
2023,51795157,01,51
2023,51795174,01,51
2023,51795206,01,51
2023,51795238,01,51
2023,51795242,01,51
2023,51795312,01,51
2023,51795287,01,51
2023,51795334,16,52
2023,51795322,01,51
2023,51795323,01,51
2023,51795360,01,51
2023,51795402,01,51
2023,51795357,01,51
2023,52448192,01,51
2023,51795177,01,51
2023,51795299,01,51
2023,51795143,01,51
2023,51795203,01,51
2023,51795190,01,51
2023,51795200,01,51
