data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2023,2,172880603,3.500,1,16148774
2023,12,172880603,0.050,1,16148775
2023,16,172880648,0.050,1,16148782
2023,2,179056416,0.005,1,16972843
2023,12,179056416,0.200,1,16972844
2023,12,176237084,2.050,1,16587700
2023,16,176237084,1.000,9,16587701
2023,16,176237148,2.000,7,16587717
2023,16,176237148,6.000,1,16587718
2023,16,176237175,19.000,9,16587724
2023,8,179056484,1.000,1,16972854
2023,12,179056484,0.160,1,16972855
2023,16,179056484,0.050,1,16972856
2023,15,176237217,0.050,1,16587731
2023,16,176237217,5.000,9,16587732
2023,16,176237217,0.050,1,16587733
2023,16,177290883,2.000,9,16727460
2023,16,177290899,0.050,1,16727462
2023,16,177290953,25.000,9,16727477
2023,5,177290946,1.000,1,16727474
2023,16,177290946,0.050,1,16727475
2023,11,177290998,3.000,3,16727483
2023,16,177290968,2.000,9,16727479
2023,16,179056330,15.000,9,16972834
2023,5,179056348,0.500,1,16972835
2023,12,179056443,0.050,1,16972847
2023,12,179056362,1.000,1,16972837
2023,16,180959313,2.060,1,17239718
2023,12,169020130,0.020,3,15592770
2023,12,179058624,1.000,9,16973169
2023,12,169017871,1.000,9,15592159
2023,12,179039718,0.410,1,16969998
2023,8,179039731,4.000,9,16970002
2023,12,179039731,1.000,1,16970003
2023,11,179039742,8.000,1,16970006
2023,12,179039776,1.000,11,16970017
2023,17,176218621,0.010,1,16584555
2023,12,179039737,27.000,1,16970005
2023,12,179039759,23.000,1,16970012
2023,12,179039795,3.000,1,16970025
2023,12,179039717,20.700,1,16969997
2023,12,169855761,3.000,1,15726078
2023,5,172863038,1.000,1,16145992
2023,12,179039734,17.400,1,16970004
2023,12,171560887,0.000,1,15958582
2023,16,179039793,0.001,1,16970024
2023,12,179039812,6.500,1,16970033
2023,16,171560802,1.000,11,15958521
2023,12,179039841,33.000,1,16970042
2023,8,182122894,10.000,9,17411604
2023,8,182122912,9.000,9,17411607
2023,8,182122931,1.000,9,17411614
2023,12,174357685,112.000,1,16347213
2023,8,179039800,0.000,1,16970028
2023,12,180939934,6.700,1,17236598
2023,8,180939951,0.001,1,17236603
2023,8,179039801,300.000,5,16970029
2023,17,179039801,3.000,9,16970030
2023,12,179039869,1.800,1,16970048
2023,12,180939935,32.800,1,17236599
2023,8,179039787,3.000,9,16970021
2023,12,179039787,0.000,1,16970022
2023,12,176218465,1.200,1,16584520
2023,17,176218465,1.000,11,16584521
2023,12,179039910,0.300,1,16970063
2023,4,179039806,13.000,1,16970031
2023,12,179039813,3.000,1,16970034
2023,4,176218687,3.000,1,16584561
2023,16,176218687,1.000,11,16584562
2023,12,166764568,0.001,1,15268220
2023,12,179039834,77.010,1,16970038
2023,12,182123350,112.000,1,17411772
2023,12,176218453,0.250,1,16584518
2023,8,179039849,48.400,1,16970044
2023,16,179039849,1.000,11,16970045
2023,12,179039861,9.600,1,16970047
2023,12,179039886,3.500,1,16970052
2023,1,179039917,4.500,1,16970065
2023,1,171560835,2.000,1,15958542
2023,2,171560835,80.000,1,15958543
2023,8,171560835,1.000,1,15958544
2023,12,179039807,31.000,1,16970032
2023,16,169856165,1.000,9,15726157
2023,12,163829668,8.500,1,14852369
2023,12,167923200,0.100,1,15430239
2023,12,163829870,1.000,1,14852395
2023,15,163829870,1.000,11,14852396
2023,8,167923404,10.000,9,15430262
2023,12,163829745,29.000,1,14852380
2023,8,163829752,10.000,9,14852381
2023,12,163829780,4.000,1,14852386
2023,8,163829729,1.000,9,14852379
2023,12,163829719,1.000,1,14852374
2023,12,167923427,0.010,1,15430263
2023,12,165284858,0.500,9,15044755
2023,12,166803625,1.800,3,15273406
2023,12,166803670,0.500,1,15273409
2023,8,166804202,9.500,9,15273431
2023,12,166803613,3.000,1,15273405
2023,4,166803626,0.010,1,15273407
2023,12,174389863,0.100,1,16351270
2023,8,166803710,1.000,9,15273412
2023,8,177312128,1.000,9,16730647
2023,12,177312128,7.000,9,16730648
2023,12,172895441,0.500,3,16150705
2023,12,172895237,0.500,3,16150687
2023,12,169880784,0.400,3,15729407
2023,12,167923196,8.500,1,15430238
2023,12,172895290,0.250,3,16150690
2023,12,167923242,69.000,1,15430242
2023,12,167923260,8.500,1,15430244
2023,12,169881057,0.500,1,15729445
2023,12,167923302,0.500,3,15430246
2023,12,167923316,1.000,1,15430248
2023,12,167923368,0.500,1,15430254
2023,12,169881076,7.600,1,15729447
2023,12,169051211,1.000,11,15596755
2023,16,169868448,1.000,1,15728024
2023,8,174371879,0.210,1,16349497
2023,16,174371879,5.870,1,16349498
2023,12,167909122,1.000,1,15428623
2023,9,174371988,1.010,1,16349522
2023,12,174371988,10.053,1,16349523
2023,16,174371988,5.990,1,16349524
2023,12,171569168,4.420,1,15959836
2023,16,167909192,4.000,9,15428629
2023,16,167909192,1.500,1,15428630
2023,1,174371753,0.001,1,16349470
2023,5,167909347,5.000,1,15428645
2023,5,167909403,1.000,1,15428649
2023,5,169033420,1.000,1,15594892
2023,2,174372121,0.254,1,16349551
2023,5,182131596,0.001,1,17413134
2023,5,169868757,1.000,1,15728046
2023,13,169868379,1.000,1,15728016
2023,2,169868837,1.475,1,15728052
2023,8,169868837,60.000,9,15728053
2023,12,169868837,1.350,1,15728054
2023,8,169033680,67.000,9,15594923
2023,2,169033749,1.000,1,15594931
2023,12,180948528,6.000,1,17238020
2023,17,180948528,1.000,1,17238021
2023,8,169033647,6.000,9,15594915
2023,16,169033647,11.000,9,15594916
2023,8,169033914,20.000,9,15594946
2023,8,169033840,2.000,9,15594940
2023,16,169033900,8.000,1,15594945
2023,16,169033976,1.000,1,15594956
2023,8,169033993,1.000,9,15594959
2023,12,169033993,1.000,1,15594960
2023,12,171569002,1.000,9,15959824
2023,12,169033924,1.000,11,15594947
2023,16,169033924,1.000,11,15594948
2023,5,182131633,0.010,1,17413141
2023,12,169033974,1.000,1,15594954
2023,8,169033942,1.000,9,15594951
2023,16,169033942,5.000,1,15594952
2023,5,169033975,10.000,1,15594955
2023,12,169034059,1.000,1,15594970
2023,12,174372000,9.000,1,16349527
2023,12,174372094,0.002,1,16349548
2023,9,172871608,1.000,9,16147124
2023,2,180948612,12.000,3,17238030
2023,4,180948612,4.000,3,17238031
2023,16,180948612,11000.000,9,17238032
2023,5,169868986,1.000,1,15728079
2023,2,176228866,3.000,3,16586002
2023,2,169868943,1.000,11,15728066
2023,17,169868943,1.000,11,15728067
2023,12,169868950,3.000,1,15728069
2023,4,174371824,7.310,1,16349486
2023,12,174371824,2.380,1,16349487
2023,16,169868942,1.000,1,15728065
2023,16,169868996,1.000,11,15728082
2023,16,169868985,1.000,9,15728078
2023,1,174372030,0.193,1,16349533
2023,2,174372030,0.145,1,16349534
2023,8,171569346,2.000,9,15959851
2023,12,171569346,3.000,1,15959852
2023,16,171569259,1.000,1,15959844
2023,16,174372064,0.382,1,16349545
2023,2,171569628,2.000,1,15959874
2023,8,171569628,9.000,9,15959875
2023,16,171569628,1.000,1,15959876
2023,4,171569612,1.000,1,15959873
2023,5,171569752,1.500,3,15959883
2023,2,174371998,0.001,1,16349526
2023,12,174371863,1.000,9,16349495
2023,8,171569766,3.000,9,15959886
2023,15,172871781,115.000,9,16147139
2023,17,172871781,1.000,9,16147140
2023,12,182131726,0.584,1,17413174
2023,12,182131775,0.369,1,17413186
2023,15,182131814,0.002,1,17413194
2023,8,172871860,2.000,9,16147147
2023,8,182131632,0.001,1,17413140
2023,4,182131680,0.423,1,17413163
2023,4,177305045,0.500,1,16729620
2023,12,177305045,0.500,1,16729621
2023,16,172871853,1.000,11,16147146
2023,8,172871910,9.000,9,16147153
2023,12,172871910,2.000,1,16147154
2023,12,172872031,1.000,11,16147164
2023,16,182131652,20.030,1,17413154
2023,5,174372009,1.000,11,16349528
2023,5,174372041,1.000,7,16349539
2023,12,174372024,0.075,1,16349531
2023,16,174372024,0.920,1,16349532
2023,12,172871954,3.000,1,16147159
2023,2,182131695,0.960,1,17413166
2023,12,172872033,2.000,9,16147166
2023,12,172872033,0.250,1,16147167
2023,16,172872033,3.000,9,16147168
2023,16,172871953,1.000,7,16147158
2023,2,172872198,1.000,1,16147211
2023,12,182131795,1.819,1,17413190
2023,12,174372034,1.000,1,16349535
2023,8,176228908,1.000,9,16586003
2023,16,176228908,0.271,1,16586004
2023,12,174372110,1.000,1,16349550
2023,1,182131742,1.000,1,17413177
2023,2,182131742,5.000,1,17413178
2023,4,182131742,1.000,9,17413179
2023,16,174372095,1.000,1,16349549
2023,16,177305115,1.000,1,16729629
2023,2,174372136,4.000,1,16349556
2023,8,174372136,2.000,9,16349557
2023,16,174372144,1.000,1,16349558
2023,2,182131629,0.885,1,17413138
2023,8,182131629,1.000,11,17413139
2023,5,174372187,5.000,1,16349575
2023,2,182131678,3.950,1,17413162
2023,8,174372199,3.500,9,16349582
2023,8,176229151,2.000,9,16586016
2023,17,174372197,19.000,9,16349581
2023,5,174372212,2.000,1,16349590
2023,4,179047609,2.000,9,16971096
2023,12,179047609,1.000,1,16971097
2023,5,182131868,0.010,1,17413208
2023,2,182131649,1.000,1,17413151
2023,11,182131649,1.000,11,17413152
2023,12,182131649,0.610,1,17413153
2023,16,182131749,1.250,1,17413182
2023,2,182131731,4.801,1,17413175
2023,16,182131731,1.000,1,17413176
2023,5,174372191,1.000,1,16349578
2023,16,182131773,5.720,1,17413185
2023,8,176229246,10.000,9,16586037
2023,16,176229246,1.000,1,16586038
2023,2,176229324,4.000,1,16586049
2023,17,176229119,1.000,1,16586014
2023,4,182131658,1.000,1,17413155
2023,2,179047726,1.000,1,16971119
2023,12,176229177,2.000,1,16586019
2023,8,176229203,8.000,9,16586027
2023,16,176229203,1.000,1,16586028
2023,12,182131720,0.001,1,17413169
2023,16,182131720,0.003,1,17413170
2023,16,176229186,1.000,1,16586020
2023,16,176229294,1.000,11,16586044
2023,4,176229347,15.000,9,16586052
2023,8,176229347,8.000,9,16586053
2023,8,176229347,2.000,1,16586054
2023,16,176229358,2.000,1,16586059
2023,12,176229303,2.000,1,16586045
2023,17,176229303,1.000,1,16586046
2023,16,179047528,1.000,1,16971087
2023,12,176229602,1.000,1,16586065
2023,2,182131850,2.880,1,17413203
2023,17,177305532,1.000,1,16729697
2023,8,177305426,18.000,9,16729677
2023,16,177305426,1.000,9,16729678
2023,8,177305300,4.000,9,16729649
2023,8,177305300,141.000,1,16729651
2023,12,180948688,5.000,1,17238034
2023,8,180948752,8.000,9,17238038
2023,5,177305462,3.000,1,16729686
2023,16,177305595,5.500,1,16729707
2023,16,177305623,1.000,11,16729710
2023,16,177305673,2.000,1,16729716
2023,5,177305721,1.000,1,16729720
2023,2,182131811,0.002,3,17413192
2023,5,177305603,1.000,1,16729708
2023,5,182131921,0.001,1,17413215
2023,2,182131823,2.000,1,17413200
2023,8,177305820,1.000,9,16729731
2023,16,177305872,1.000,9,16729738
2023,16,177305872,1.000,1,16729739
2023,12,182131790,0.010,1,17413188
2023,8,177305877,4.000,9,16729740
2023,16,177305877,1.000,9,16729741
2023,16,177305877,1.000,1,16729742
2023,16,177306027,1.000,11,16729767
2023,5,177306121,1.000,3,16729777
2023,4,182131973,676.000,1,17413221
2023,16,182131973,1.000,9,17413222
2023,16,177305998,1.000,1,16729762
2023,16,182132008,0.001,1,17413227
2023,5,177306155,2.000,1,16729783
2023,5,182131970,0.001,1,17413220
2023,12,177306238,1.000,1,16729796
2023,5,182131981,0.007,1,17413225
2023,5,182132022,0.001,1,17413232
2023,8,179048000,2.000,9,16971162
2023,16,179047951,1.000,1,16971154
2023,16,182131923,0.001,1,17413216
2023,8,179048123,22.000,9,16971186
2023,8,179048250,2.000,9,16971215
2023,16,179048250,1.000,1,16971216
2023,16,179048167,2.000,9,16971199
2023,1,179048197,24.300,1,16971201
2023,8,179048197,19.000,9,16971202
2023,12,179048197,0.600,1,16971203
2023,12,179048268,1.000,1,16971219
2023,16,179048108,2.000,9,16971181
2023,2,182132061,0.886,1,17413237
2023,2,179048297,2.000,1,16971230
2023,5,179042544,2.000,1,16970391
2023,11,169019847,101.000,9,15592726
2023,13,169019847,99.000,9,15592727
2023,8,169019876,0.100,9,15592739
2023,12,179059111,3.400,1,16973260
2023,12,179059147,34.400,1,16973271
2023,1,176240651,95.000,1,16588229
2023,2,176240651,180.000,1,16588230
2023,8,176240651,19.000,9,16588231
2023,17,171582256,1.000,11,15961744
2023,5,179059192,6.500,3,16973291
2023,12,180961352,1.600,1,17240086
2023,8,174359621,1.100,1,16347553
2023,8,172882843,1.000,9,16149050
2023,17,174359541,15.502,1,16347538
2023,8,182142923,1.000,9,17415233
2023,17,182142923,2.000,7,17415234
2023,8,180961382,2.000,9,17240091
2023,17,174359545,1.000,9,16347539
2023,12,180961424,13.410,3,17240102
2023,1,163800624,1.000,1,14848483
2023,2,163800624,0.500,1,14848484
2023,1,179059170,2.800,1,16973280
2023,2,180961460,7.000,1,17240108
2023,1,176240615,0.001,1,16588226
2023,8,176240615,1.000,11,16588227
2023,8,169019735,0.010,1,15592699
2023,15,176240728,1.000,11,16588243
2023,2,165256641,3.500,1,15041273
2023,8,179059166,10.000,9,16973277
2023,8,176240317,1.000,11,16588185
2023,4,165256702,2.000,9,15041291
2023,11,165256702,1.000,9,15041292
2023,2,180961465,1.000,1,17240109
2023,5,180961465,1.000,3,17240111
2023,2,167894654,0.200,1,15426391
2023,4,163800646,0.090,1,14848490
2023,12,166767201,680.388,4,15268905
2023,5,179059140,1.000,11,16973270
2023,1,179059179,1.000,11,16973285
2023,5,179059223,932.184,4,16973301
2023,8,179059223,1.000,11,16973303
2023,11,179059223,29.000,1,16973304
2023,8,167894806,12.000,9,15426427
2023,12,176240432,3.500,1,16588206
2023,17,176224147,0.010,1,16585475
2023,12,171565352,0.200,1,15959359
2023,12,171565408,0.400,1,15959365
2023,12,166772851,0.100,3,15269929
2023,4,172867278,1.000,9,16146632
2023,17,172867278,1.000,9,16146633
2023,12,171565446,1.000,1,15959373
2023,12,171565477,0.500,1,15959379
2023,8,167902341,2.330,1,15427643
2023,17,167902341,0.520,3,15427644
2023,12,171565516,1.000,1,15959385
2023,4,179044046,2.000,1,16970629
2023,1,172867477,1.000,1,16146655
2023,8,172867477,1.000,9,16146656
2023,12,172867477,1.000,1,16146657
2023,12,171565417,0.100,1,15959369
2023,7,174366268,1.000,9,16348539
2023,17,176224142,1.000,11,16585472
2023,4,176224191,5.000,9,16585479
2023,17,172867174,1.000,11,16146621
2023,4,174366147,1.000,1,16348526
2023,12,174366147,1.000,1,16348527
2023,7,174366219,1.000,9,16348533
2023,12,174366219,1.000,1,16348534
2023,17,176224256,1.000,11,16585488
2023,8,176224311,1.000,1,16585494
2023,12,177297821,3.500,1,16728548
2023,12,179043969,3.500,1,16970622
2023,4,182127231,0.200,1,17412534
2023,4,169019075,1.000,9,15592471
2023,12,169019075,1.000,1,15592472
2023,12,166764395,1.000,1,15268149
2023,8,169856068,3.000,5,15726145
2023,8,169855918,1.500,1,15726114
2023,12,171560885,1.000,1,15958581
2023,12,174357795,0.250,1,16347238
2023,4,177291723,0.250,1,16727594
2023,12,177291723,2.500,1,16727595
2023,6,176251285,2.000,9,16589888
2023,12,176251301,1.000,11,16589890
2023,8,176256631,1.000,9,16590441
2023,17,179065851,1.000,9,16974655
2023,12,174388171,0.500,1,16351099
2023,15,174388171,147.000,9,16351100
2023,4,169049666,0.400,1,15596510
2023,8,176232498,1.000,11,16586749
2023,12,180954834,1.000,1,17238748
2023,8,171574625,6.000,9,15960478
2023,12,171574625,3.700,1,15960479
2023,8,172876064,0.500,1,16147860
2023,8,180954833,0.600,1,17238746
2023,12,180954833,4.400,1,17238747
2023,4,167921063,2.000,1,15430018
2023,17,166765942,1.000,9,15268735
2023,12,166765951,3.000,1,15268736
2023,12,163799957,6.000,9,14848375
2023,12,163799957,2.000,1,14848376
2023,15,163799957,3.000,9,14848377
2023,4,163799976,0.010,1,14848380
2023,12,163799976,0.500,1,14848381
2023,12,163799879,1.050,1,14848363
2023,12,163799926,28.000,1,14848370
2023,5,167894852,0.050,7,15426444
2023,2,163799985,1.000,1,14848382
2023,12,163800006,1.000,1,14848385
2023,16,163800006,2.000,9,14848386
2023,17,163800147,4.000,9,14848402
2023,12,163800154,2.000,9,14848403
2023,12,163800003,0.001,1,14848384
2023,2,166765952,1.000,9,15268737
2023,17,166765952,2.000,9,15268738
2023,4,163800047,0.003,1,14848391
2023,1,163800059,0.001,1,14848392
2023,2,163800073,0.005,1,14848394
2023,5,182123597,3.500,1,17411835
2023,4,163800062,1.000,9,14848393
2023,12,163800326,1.000,1,14848424
2023,11,167894844,1.000,1,15426439
2023,5,165256492,1.000,11,15041249
2023,5,165256534,1.000,9,15041259
2023,12,165256534,1.000,9,15041260
2023,17,165256571,1.000,9,15041263
2023,5,165256592,5.000,1,15041265
2023,12,165256592,2.250,1,15041266
2023,12,165256602,1.000,11,15041268
2023,8,165256645,1.000,11,15041275
2023,12,165256645,1.000,11,15041276
2023,16,165256645,1.000,11,15041277
2023,2,169019749,1.000,11,15592702
2023,4,165256763,1.000,11,15041301
2023,12,165256763,1.000,11,15041302
2023,4,169019695,1.000,1,15592688
2023,12,171561828,1.200,1,15958814
2023,1,171561717,1.000,1,15958793
2023,12,169019737,1.000,1,15592700
2023,1,169019725,1.000,11,15592698
2023,2,165256841,0.500,1,15041315
2023,12,165256841,1.000,11,15041316
2023,16,165256841,1.000,9,15041317
2023,12,166766029,0.100,1,15268751
2023,2,166766043,0.500,1,15268753
2023,12,166765983,0.010,1,15268743
2023,12,166766000,0.001,1,15268747
2023,12,171561732,2.200,1,15958795
2023,4,166766080,1.000,11,15268762
2023,5,166766080,1.000,11,15268763
2023,12,166766080,1.000,11,15268764
2023,12,166766089,2.000,9,15268766
2023,1,166766038,0.001,1,15268752
2023,2,166766051,2.500,1,15268757
2023,12,166766070,1.000,9,15268760
2023,12,166766048,3.000,9,15268754
2023,12,166766048,15.260,1,15268755
2023,12,166766048,1.000,11,15268756
2023,15,166766064,2.000,9,15268759
2023,12,166766131,0.500,1,15268769
2023,1,167894929,0.001,1,15426457
2023,12,171561774,1.000,3,15958805
2023,4,166766135,0.010,1,15268770
2023,8,166766171,0.005,1,15268776
2023,2,167895054,0.001,1,15426469
2023,1,167895048,1.000,9,15426466
2023,1,167895048,1.000,11,15426467
2023,12,171561691,3.500,1,15958787
2023,8,167895242,1.000,11,15426497
2023,12,167895242,1.000,11,15426498
2023,12,167895064,1.000,1,15426470
2023,12,167895112,0.001,1,15426475
2023,2,167895113,0.020,1,15426476
2023,8,167895113,4.000,1,15426478
2023,2,167895128,2.000,1,15426482
2023,4,167895128,1.000,1,15426483
2023,12,167895147,1.000,1,15426485
2023,12,167895117,0.500,1,15426479
2023,8,167895125,1.000,9,15426480
2023,12,167895391,1.010,1,15426525
2023,12,167895222,0.010,1,15426495
2023,1,167895277,1.000,1,15426508
2023,4,167895261,0.051,1,15426502
2023,4,169019756,0.500,1,15592706
2023,12,169019756,0.500,1,15592707
2023,12,169019872,0.100,1,15592738
2023,16,169019831,3.000,1,15592722
2023,12,169019827,0.500,1,15592720
2023,12,169020148,1.000,9,15592772
2023,2,176219738,0.050,1,16584672
2023,12,169856686,3.500,1,15726245
2023,12,169020105,3.760,1,15592766
2023,6,169019989,3.000,1,15592747
2023,5,169856559,1.000,11,15726215
2023,4,169856628,0.550,1,15726231
2023,12,169856628,1.550,1,15726232
2023,2,169020282,0.050,1,15592800
2023,12,177293674,1.000,1,16727944
2023,2,171561757,0.500,1,15958802
2023,12,171561757,0.500,1,15958803
2023,4,182123546,3.500,1,17411824
2023,12,169856963,1.000,11,15726308
2023,12,177293709,1.000,1,16727947
2023,4,171561787,2.000,1,15958806
2023,12,171561787,1.500,1,15958807
2023,16,171561787,1.500,1,15958808
2023,12,169856543,3.000,1,15726210
2023,12,169051262,27.000,1,15596764
2023,12,172895302,2.000,1,16150692
2023,4,174389926,3.000,1,16351275
2023,12,174389926,3.000,1,16351276
2023,12,169051243,1.000,1,15596761
2023,12,169880776,9.000,1,15729406
2023,2,171591044,1.000,1,15963433
2023,5,171591044,1.000,3,15963434
2023,12,172895332,11.600,8,16150694
2023,12,169051304,1.000,9,15596769
2023,12,169051335,0.500,3,15596778
2023,12,169051323,2.000,1,15596773
2023,12,169051370,1.000,3,15596785
2023,12,169051377,10.000,1,15596786
2023,12,169051389,2.000,1,15596789
2023,12,169051398,0.250,3,15596790
2023,12,169051282,1.000,1,15596767
2023,12,182151552,3.000,1,17416827
2023,12,169880807,31.000,1,15729408
2023,12,169051348,42.000,1,15596779
2023,12,169051364,3.000,1,15596783
2023,12,169051362,0.100,1,15596780
2023,13,169051362,0.100,1,15596781
2023,12,169051382,0.010,1,15596787
2023,12,169051409,8.800,1,15596792
2023,12,169880816,1.000,1,15729409
2023,12,169880924,57.500,1,15729421
2023,12,169880855,120.000,1,15729412
2023,12,180976406,88.000,1,17242157
2023,12,171590869,1.000,1,15963414
2023,12,169880856,3.000,1,15729413
2023,12,176256562,0.100,1,16590438
2023,12,169880894,211.000,1,15729418
2023,12,169880927,2.000,1,15729422
2023,12,169880957,2.000,1,15729423
2023,12,169880981,1.000,11,15729430
2023,12,169880921,1.000,1,15729419
2023,12,171590773,7.000,1,15963405
2023,4,169880962,0.300,1,15729426
2023,12,169880962,14.000,1,15729427
2023,12,169880985,8.750,1,15729432
2023,12,177312172,1.000,1,16730652
2023,12,171591025,7.000,1,15963428
2023,12,177312223,0.698,1,16730655
2023,12,171590886,1.000,3,15963416
2023,12,171590913,28.000,1,15963420
2023,12,172895367,6.000,1,16150695
2023,4,171590820,1.000,1,15963408
2023,12,171590820,1.000,1,15963409
2023,13,171590820,3.000,9,15963410
2023,12,171590880,18.000,1,15963415
2023,12,182151591,59.000,1,17416828
2023,12,172895456,0.500,1,16150707
2023,12,172895730,7.500,1,16150734
2023,12,172895414,2.000,1,16150702
2023,12,177312100,1.000,11,16730643
2023,12,174389958,1.000,1,16351278
2023,12,174389969,0.010,1,16351281
2023,12,182151666,2.500,1,17416834
2023,5,174389919,1.000,11,16351273
2023,12,174389924,0.500,1,16351274
2023,12,174389936,0.100,1,16351277
2023,12,174389970,86.000,1,16351280
2023,5,174390060,1.000,11,16351283
2023,12,177312224,0.010,1,16730656
2023,12,177312286,1.000,11,16730663
2023,12,176256638,28.000,1,16590442
2023,5,176256655,0.100,1,16590445
2023,12,176256672,0.100,1,16590447
2023,12,177312331,56.000,1,16730668
2023,16,177312331,10.000,9,16730669
2023,15,176256791,20.000,9,16590459
2023,12,176256720,1.000,11,16590453
2023,12,180976255,3.000,1,17242129
2023,12,177312092,1.000,11,16730641
2023,12,177312360,3.000,1,16730670
2023,12,177312373,56.000,1,16730671
2023,8,179065941,0.100,1,16974692
2023,12,179065941,0.500,1,16974693
2023,12,179065973,3.000,1,16974699
2023,12,182151597,0.800,7,17416829
2023,12,179065840,1.000,1,16974650
2023,12,179065949,2.500,1,16974697
2023,5,179065772,1.500,3,16974634
2023,12,179065833,1.100,1,16974649
2023,12,179065879,3.000,1,16974669
2023,2,179065895,1.000,11,16974676
2023,11,179065895,1.000,11,16974677
2023,12,179065981,1.000,1,16974700
2023,12,165252723,1.000,1,15040503
2023,12,165252740,1.000,1,15040504
2023,12,165252883,12.050,1,15040514
2023,12,166761920,1.000,11,15267556
2023,8,177289312,4.000,9,16727163
2023,12,177289312,1.000,1,16727164
2023,17,177289312,3.000,9,16727165
2023,12,166761801,97.000,1,15267548
2023,12,166761727,0.300,1,15267525
2023,17,166761778,1.000,1,15267542
2023,12,166761772,1.000,11,15267540
2023,8,167891033,1.000,9,15425567
2023,12,167891033,4.000,1,15425568
2023,2,166761753,1.000,1,15267531
2023,12,166761753,1.000,1,15267532
2023,12,166761764,0.270,3,15267534
2023,8,166761800,1.000,11,15267546
2023,12,166761800,1.000,11,15267547
2023,12,167891078,0.001,1,15425577
2023,12,167891104,0.010,3,15425580
2023,12,167891030,1.000,11,15425565
2023,12,174353765,2.000,1,16346665
2023,12,167891039,1.000,11,15425571
2023,12,167891055,0.100,1,15425572
2023,8,177289275,1.000,9,16727147
2023,12,177289275,0.020,1,16727148
2023,8,174353638,5.000,9,16346636
2023,12,174353638,3.000,3,16346637
2023,8,174353670,1.000,1,16346646
2023,12,174353670,1.000,1,16346647
2023,12,174353597,2.000,1,16346625
2023,2,177289278,1.000,1,16727150
2023,12,177289289,1.000,1,16727154
2023,13,177289289,5.000,9,16727155
2023,17,177289289,0.010,1,16727156
2023,8,174353658,4.000,9,16346644
2023,12,174353658,2.500,3,16346645
2023,12,174353596,2.400,3,16346624
2023,12,174353676,3.000,9,16346649
2023,16,174353676,2.000,9,16346650
2023,12,174353594,0.400,1,16346623
2023,12,174353877,2.000,9,16346679
2023,17,174353877,1.000,9,16346680
2023,8,177289305,0.428,1,16727161
2023,17,177289305,0.010,1,16727162
2023,12,179055611,0.010,1,16972695
2023,5,174353903,9.200,7,16346687
2023,12,174353609,1.000,9,16346628
2023,12,174353617,29.000,1,16346630
2023,17,174353617,1.000,9,16346631
2023,12,177289277,1.380,1,16727149
2023,12,174353695,99.000,1,16346653
2023,8,179055642,3.000,9,16972706
2023,17,179055642,4.000,9,16972707
2023,17,174353611,10.500,9,16346629
2023,5,177289300,1.000,3,16727158
2023,12,177289300,0.010,1,16727159
2023,16,177289300,1.000,9,16727160
2023,12,174353709,1.000,1,16346655
2023,4,177289292,0.030,1,16727157
2023,12,177289284,1.000,1,16727152
2023,12,177289322,0.500,1,16727167
2023,12,177289285,22.000,1,16727153
2023,12,177289325,1.000,1,16727168
2023,16,177289325,2.000,9,16727169
2023,12,179055685,1.200,1,16972719
2023,12,179055715,1.000,9,16972726
2023,2,179055834,1.000,9,16972752
2023,12,179055917,0.500,1,16972771
2023,12,180958515,2.000,1,17239567
2023,12,179055785,0.400,1,16972746
2023,12,182138867,1.000,1,17414618
2023,12,179055854,1.000,1,16972754
2023,4,180958551,0.100,1,17239570
2023,12,180958575,0.100,1,17239572
2023,12,180958591,0.300,1,17239574
2023,5,182138732,0.800,3,17414587
2023,12,166764613,1.000,11,15268247
2023,12,166764627,1.000,1,15268251
2023,12,171580585,1.000,11,15961478
2023,12,171580608,1.000,1,15961482
2023,8,171580250,18.500,9,15961449
2023,12,174357880,1.000,11,16347252
2023,12,180959528,1.000,11,17239768
2023,12,180961728,1.000,1,17240146
2023,11,172883047,2.000,10,16149074
2023,16,169857922,0.500,9,15726441
2023,12,174360042,2.000,1,16347590
2023,12,180961699,2.000,1,17240140
2023,12,180961800,1.000,1,17240153
2023,11,169867095,1.000,1,15727864
2023,11,169866941,1.400,1,15727848
2023,5,174371400,56.000,1,16349407
2023,5,174371408,56.000,1,16349409
2023,5,174371378,48.000,10,16349400
2023,5,174371402,3.000,10,16349408
2023,5,174371371,5.000,10,16349396
2023,5,174371377,7.000,10,16349399
2023,5,174371385,6.000,10,16349402
2023,5,174371390,1.000,10,16349403
2023,5,174371395,50.000,10,16349404
2023,5,176227910,56.000,1,16585921
2023,5,176227924,56.000,1,16585923
2023,5,174371399,10.000,10,16349406
2023,5,179047360,119.000,10,16971069
2023,5,179047376,8.000,10,16971071
2023,5,179047401,24.000,10,16971075
2023,5,179047221,4.000,10,16971049
2023,5,179047464,4.000,10,16971080
2023,5,179047224,29.000,10,16971050
2023,5,179047242,18.000,10,16971054
2023,5,179047254,14.000,10,16971055
2023,3,176227989,140.000,9,16585928
2023,5,176227989,1891.000,1,16585929
2023,5,176228003,2267.960,4,16585931
2023,8,167907634,5.460,1,15428441
2023,12,167907634,254.750,1,15428442
2023,1,180974056,0.500,1,17241911
2023,8,174386244,2.000,1,16350893
2023,1,166796606,3.050,1,15272679
